movie_id,title,release_year,genre,rating,votes,duration,description,director,cast,country,language,certificate,budget,revenue,keywords,mood,weather_suitable,time_suitable,imdb_id,poster_url,cluster
MOV_00011,A Dream,1949,Mystery,6.5,758590,145,"A peaceful mystery film that's perfect for cloudy afternoon. Directed by Ryan Coogler, this movie explores themes of redemption.",Ryan Coogler,Emma Stone and Jennifer Lawrence,UK,Spanish,R,191212059,455814084,"peaceful,cloudy,afternoon,mystery",peaceful,cloudy,afternoon,tt7897151,https://example.com/posters/movie_11.jpg,2
MOV_00012,The Journey,1946,Biography,8.2,114676,166,"A inspiring biography film that's perfect for foggy evening. Directed by David Fincher, this movie explores themes of redemption.",Peter Jackson,Emma Stone and Jennifer Lawrence,India,French,PG-13,249371554,269227631,"inspiring,foggy,evening,biography",inspiring,foggy,evening,tt2264748,https://example.com/posters/movie_12.jpg,3
MOV_00013,The Journey,2010,Biography,5.6,504840,92,"A melancholic biography film that's perfect for rainy afternoon. Directed by Peter Jackson, this movie explores themes of mystery.",Steven Spielberg,Meryl Streep and Scarlett Johansson,USA,Hindi,PG-13,245280759,307284028,"melancholic,rainy,afternoon,biography",melancholic,rainy,afternoon,tt8096887,https://example.com/posters/movie_13.jpg,0
MOV_00014,Beyond Story,2024,Western,9.3,607414,171,"A calm western film that's perfect for snowy afternoon. Directed by Bong Joon-ho, this movie explores themes of love.",Denis Villeneuve,Tom Hanks and Brad Pitt,Canada,Italian,NC-17,286146175,170042105,"calm,snowy,afternoon,western",calm,snowy,afternoon,tt1954280,https://example.com/posters/movie_14.jpg,3
MOV_00015,The Journey,1950,War,3.8,933633,103,"A peaceful war film that's perfect for rainy night. Directed by David Fincher, this movie explores themes of friendship.",Steven Spielberg,Tom Hanks and Scarlett Johansson,Australia,Russian,NC-17,281666834,340699535,"peaceful,rainy,night,war",peaceful,rainy,night,tt5374922,https://example.com/posters/movie_15.jpg,1
MOV_00016,In Story,2025,Sci-Fi,7.4,314669,171,"A romantic sci-fi film that's perfect for cloudy afternoon. Directed by Ava DuVernay, this movie explores themes of adventure.",Martin Scorsese,Tom Hanks and Scarlett Johansson,Canada,Russian,G,40331548,578280546,"romantic,cloudy,afternoon,sci-fi",romantic,cloudy,afternoon,tt4576135,https://example.com/posters/movie_16.jpg,3
MOV_00017,In Journey,1973,War,4.0,874344,96,"A calm war film that's perfect for snowy evening. Directed by Bong Joon-ho, this movie explores themes of adventure.",Taika Waititi,Tom Hanks and Ryan Gosling,China,Chinese,G,73096993,284968123,"calm,snowy,evening,war",calm,snowy,evening,tt2936571,https://example.com/posters/movie_17.jpg,1
MOV_00018,Dark Shadow,2010,Horror,4.3,665146,99,"A dramatic horror film that's perfect for rainy evening. Directed by Tim Burton, this movie explores themes of friendship.",Ryan Coogler,Leonardo DiCaprio and Brad Pitt,UK,Chinese,R,149541566,48337803,"dramatic,rainy,evening,horror",dramatic,rainy,evening,tt1059486,https://example.com/posters/movie_18.jpg,0
MOV_00019,In Story,1956,Mystery,7.6,588253,161,"A intense mystery film that's perfect for cloudy late_night. Directed by Christopher Nolan, this movie explores themes of love.",Martin Scorsese,Meryl Streep and Brad Pitt,Russia,Korean,NC-17,297634652,160014493,"intense,cloudy,late_night,mystery",intense,cloudy,late_night,tt8210624,https://example.com/posters/movie_19.jpg,3
MOV_00020,Soul Story,1945,Romance,7.3,370958,119,"A mysterious romance film that's perfect for rainy afternoon. Directed by Bong Joon-ho, this movie explores themes of mystery.",Ridley Scott,Meryl Streep and Jennifer Lawrence,Mexico,French,R,14307079,193587044,"mysterious,rainy,afternoon,romance",mysterious,rainy,afternoon,tt6573147,https://example.com/posters/movie_20.jpg,4
MOV_00021,A Dream,2025,Documentary,5.5,40705,174,"A energetic documentary film that's perfect for foggy morning. Directed by Ryan Coogler, this movie explores themes of redemption.",Peter Jackson,Emma Stone and Ryan Gosling,Japan,German,PG,13704747,709705238,"energetic,foggy,morning,documentary",energetic,foggy,morning,tt4240180,https://example.com/posters/movie_21.jpg,3
MOV_00022,The Dream,1982,Family,5.6,884742,115,"A mysterious family film that's perfect for foggy late_night. Directed by Bong Joon-ho, this movie explores themes of adventure.",Christopher Nolan,Tom Hanks and Ryan Gosling,France,Russian,PG-13,21539176,117396351,"mysterious,foggy,late_night,family",mysterious,foggy,late_night,tt8290770,https://example.com/posters/movie_22.jpg,2
MOV_00023,The Quest,1980,Animation,3.3,457339,135,"A dramatic animation film that's perfect for rainy evening. Directed by Christopher Nolan, this movie explores themes of friendship.",Bong Joon-ho,Meryl Streep and Ryan Gosling,India,Spanish,PG-13,169532176,713306873,"dramatic,rainy,evening,animation",dramatic,rainy,evening,tt3090865,https://example.com/posters/movie_23.jpg,1
MOV_00024,Beyond Dream,2004,Crime,6.6,201258,119,"A inspiring crime film that's perfect for foggy evening. Directed by Jordan Peele, this movie explores themes of mystery.",James Cameron,Leonardo DiCaprio and Scarlett Johansson,Spain,English,PG-13,155035629,226681936,"inspiring,foggy,evening,crime",inspiring,foggy,evening,tt8212326,https://example.com/posters/movie_24.jpg,4
MOV_00025,In Quest,2017,Musical,6.3,832391,163,"A dark musical film that's perfect for cloudy afternoon. Directed by James Cameron, this movie explores themes of love.",Wes Anderson,Leonardo DiCaprio and Brad Pitt,Russia,German,PG-13,121603039,867040317,"dark,cloudy,afternoon,musical",dark,cloudy,afternoon,tt4340845,https://example.com/posters/movie_25.jpg,0
MOV_00026,Heart Promise,1943,Romance,5.7,660456,85,"A dramatic romance film that's perfect for sunny night. Directed by Peter Jackson, this movie explores themes of mystery.",Ryan Coogler,Emma Stone and Jennifer Lawrence,France,Chinese,G,58223618,836822550,"dramatic,sunny,night,romance",dramatic,sunny,night,tt8132769,https://example.com/posters/movie_26.jpg,1
MOV_00027,Beyond Journey,1962,Fantasy,6.0,840446,169,"A funny fantasy film that's perfect for rainy morning. Directed by Ava DuVernay, this movie explores themes of friendship.",Bong Joon-ho,Leonardo DiCaprio and Scarlett Johansson,Canada,Arabic,NC-17,230104699,892816852,"funny,rainy,morning,fantasy",funny,rainy,morning,tt8481188,https://example.com/posters/movie_27.jpg,2
MOV_00028,In Story,2000,Thriller,6.1,250967,137,"A peaceful thriller film that's perfect for snowy late_night. Directed by Tim Burton, this movie explores themes of mystery.",Martin Scorsese,Leonardo DiCaprio and Jennifer Lawrence,Japan,Korean,PG-13,290992016,87519602,"peaceful,snowy,late_night,thriller",peaceful,snowy,late_night,tt3321531,https://example.com/posters/movie_28.jpg,0
MOV_00029,Heart Journey,1969,Romance,5.2,488657,129,"A melancholic romance film that's perfect for cloudy night. Directed by Jordan Peele, this movie explores themes of love.",Peter Jackson,Emma Stone and Scarlett Johansson,China,Russian,G,205215510,513153089,"melancholic,cloudy,night,romance",melancholic,cloudy,night,tt1098919,https://example.com/posters/movie_29.jpg,1
MOV_00030,Beyond Quest,1978,Animation,8.2,941523,176,"A funny animation film that's perfect for foggy late_night. Directed by David Fincher, this movie explores themes of mystery.",David Fincher,Leonardo DiCaprio and Scarlett Johansson,Italy,English,R,181458173,719197581,"funny,foggy,late_night,animation",funny,foggy,late_night,tt7783308,https://example.com/posters/movie_30.jpg,2
MOV_00031,The Quest,1999,Thriller,3.5,449533,96,"A dramatic thriller film that's perfect for stormy morning. Directed by Ridley Scott, this movie explores themes of mystery.",James Cameron,Tom Hanks and Ryan Gosling,India,Korean,PG,245114843,351948014,"dramatic,stormy,morning,thriller",dramatic,stormy,morning,tt6662319,https://example.com/posters/movie_31.jpg,0
MOV_00032,Beyond Dream,1975,Family,7.9,54715,176,"A melancholic family film that's perfect for cloudy morning. Directed by Damien Chazelle, this movie explores themes of redemption.",Martin Scorsese,Tom Hanks and Brad Pitt,Germany,German,G,82809649,257135680,"melancholic,cloudy,morning,family",melancholic,cloudy,morning,tt3117636,https://example.com/posters/movie_32.jpg,3
MOV_00033,A Quest,2025,History,4.1,636845,94,"A intense history film that's perfect for snowy evening. Directed by Quentin Tarantino, this movie explores themes of redemption.",Wes Anderson,Tom Hanks and Brad Pitt,China,Japanese,NC-17,202491389,426904456,"intense,snowy,evening,history",intense,snowy,evening,tt4327421,https://example.com/posters/movie_33.jpg,0
MOV_00034,A Journey,2015,Drama,8.2,835004,168,"A intense drama film that's perfect for snowy late_night. Directed by Steven Spielberg, this movie explores themes of adventure.",Bong Joon-ho,Emma Stone and Ryan Gosling,UK,Portuguese,PG-13,7792569,913224883,"intense,snowy,late_night,drama",intense,snowy,late_night,tt8047416,https://example.com/posters/movie_34.jpg,2
MOV_00035,In Quest,1953,History,4.1,547191,135,"A intense history film that's perfect for rainy night. Directed by Tim Burton, this movie explores themes of friendship.",Bong Joon-ho,Emma Stone and Scarlett Johansson,India,Arabic,NC-17,145093758,347071904,"intense,rainy,night,history",intense,rainy,night,tt5118725,https://example.com/posters/movie_35.jpg,1
MOV_00036,A Quest,1975,Drama,5.2,518417,137,"A dramatic drama film that's perfect for stormy night. Directed by Denis Villeneuve, this movie explores themes of redemption.",Ryan Coogler,Meryl Streep and Ryan Gosling,Mexico,Japanese,PG-13,151140505,946236377,"dramatic,stormy,night,drama",dramatic,stormy,night,tt5635017,https://example.com/posters/movie_36.jpg,1
MOV_00037,A Journey,1941,Western,6.2,795093,146,"A calm western film that's perfect for foggy night. Directed by David Fincher, this movie explores themes of mystery.",Ryan Coogler,Emma Stone and Brad Pitt,UK,Japanese,PG,218111200,743800803,"calm,foggy,night,western",calm,foggy,night,tt5081983,https://example.com/posters/movie_37.jpg,1
MOV_00038,In Quest,2024,Crime,5.8,782269,154,"A funny crime film that's perfect for stormy evening. Directed by Bong Joon-ho, this movie explores themes of adventure.",Damien Chazelle,Emma Stone and Ryan Gosling,Japan,Japanese,PG,65776632,775473159,"funny,stormy,evening,crime",funny,stormy,evening,tt4231028,https://example.com/posters/movie_38.jpg,0
MOV_00039,A Story,1955,Mystery,4.8,618326,175,"A calm mystery film that's perfect for foggy night. Directed by Taika Waititi, this movie explores themes of friendship.",Wes Anderson,Tom Hanks and Jennifer Lawrence,Japan,German,PG-13,97336946,325557359,"calm,foggy,night,mystery",calm,foggy,night,tt1237370,https://example.com/posters/movie_39.jpg,1
MOV_00040,The Journey,1956,Western,7.1,789459,115,"A funny western film that's perfect for snowy afternoon. Directed by Ryan Coogler, this movie explores themes of love.",Christopher Nolan,Leonardo DiCaprio and Scarlett Johansson,Italy,Italian,PG-13,99979491,56165334,"funny,snowy,afternoon,western",funny,snowy,afternoon,tt5235884,https://example.com/posters/movie_40.jpg,2
MOV_00041,Beyond Quest,1954,History,4.0,850644,88,"A melancholic history film that's perfect for stormy morning. Directed by Wes Anderson, this movie explores themes of love.",David Fincher,Tom Hanks and Scarlett Johansson,Canada,Russian,NC-17,122164857,833894596,"melancholic,stormy,morning,history",melancholic,stormy,morning,tt9767312,https://example.com/posters/movie_41.jpg,1
MOV_00042,In Quest,1997,Family,3.4,776139,136,"A romantic family film that's perfect for stormy late_night. Directed by Quentin Tarantino, this movie explores themes of redemption.",Peter Jackson,Leonardo DiCaprio and Brad Pitt,France,German,PG,297348580,81600295,"romantic,stormy,late_night,family",romantic,stormy,late_night,tt3626181,https://example.com/posters/movie_42.jpg,0
MOV_00043,Battle Fire,1992,Action,7.6,737235,137,"A uplifting action film that's perfect for rainy evening. Directed by Ava DuVernay, this movie explores themes of love.",David Fincher,Leonardo DiCaprio and Jennifer Lawrence,India,Spanish,NC-17,121693652,696392488,"uplifting,rainy,evening,action",uplifting,rainy,evening,tt3499627,https://example.com/posters/movie_43.jpg,2
MOV_00044,The Story,1958,Adventure,9.0,460585,89,"A romantic adventure film that's perfect for stormy late_night. Directed by Quentin Tarantino, this movie explores themes of mystery.",Wes Anderson,Emma Stone and Ryan Gosling,Spain,Portuguese,R,236020003,87373782,"romantic,stormy,late_night,adventure",romantic,stormy,late_night,tt1668752,https://example.com/posters/movie_44.jpg,4
MOV_00045,In Journey,1981,Documentary,6.8,21853,157,"A melancholic documentary film that's perfect for rainy late_night. Directed by Tim Burton, this movie explores themes of friendship.",Steven Spielberg,Meryl Streep and Scarlett Johansson,Spain,Chinese,R,150334175,195872482,"melancholic,rainy,late_night,documentary",melancholic,rainy,late_night,tt8312936,https://example.com/posters/movie_45.jpg,3
MOV_00046,In Quest,1951,History,8.6,345924,140,"A mysterious history film that's perfect for snowy morning. Directed by Jordan Peele, this movie explores themes of mystery.",Wes Anderson,Emma Stone and Brad Pitt,Italy,Spanish,PG-13,136505600,348112584,"mysterious,snowy,morning,history",mysterious,snowy,morning,tt2944841,https://example.com/posters/movie_46.jpg,3
MOV_00047,Beyond Quest,2005,Family,5.4,793288,80,"A uplifting family film that's perfect for rainy late_night. Directed by Ryan Coogler, this movie explores themes of mystery.",Steven Spielberg,Meryl Streep and Ryan Gosling,Spain,French,PG-13,236211784,946801848,"uplifting,rainy,late_night,family",uplifting,rainy,late_night,tt9132114,https://example.com/posters/movie_47.jpg,0
MOV_00048,Night Whisper,1943,Horror,6.6,97836,160,"A romantic horror film that's perfect for stormy morning. Directed by David Fincher, this movie explores themes of love.",Ava DuVernay,Tom Hanks and Jennifer Lawrence,Italy,Arabic,PG-13,274198582,758429971,"romantic,stormy,morning,horror",romantic,stormy,morning,tt5587308,https://example.com/posters/movie_48.jpg,3
MOV_00049,A Quest,2001,Documentary,4.2,628592,140,"A funny documentary film that's perfect for rainy night. Directed by Taika Waititi, this movie explores themes of redemption.",Martin Scorsese,Leonardo DiCaprio and Scarlett Johansson,South Korea,Portuguese,PG-13,2377213,304696046,"funny,rainy,night,documentary",funny,rainy,night,tt6008935,https://example.com/posters/movie_49.jpg,0
MOV_00050,Beyond Story,2014,Musical,5.2,578827,164,"A dark musical film that's perfect for stormy night. Directed by Bong Joon-ho, this movie explores themes of mystery.",Ava DuVernay,Leonardo DiCaprio and Jennifer Lawrence,Brazil,German,NC-17,206605909,251785761,"dark,stormy,night,musical",dark,stormy,night,tt7891662,https://example.com/posters/movie_50.jpg,0
MOV_00051,Silly Mishaps,1980,Comedy,6.2,38917,175,"A inspiring comedy film that's perfect for foggy afternoon. Directed by Ridley Scott, this movie explores themes of friendship.",Denis Villeneuve,Tom Hanks and Scarlett Johansson,UK,Portuguese,R,9239679,776718152,"inspiring,foggy,afternoon,comedy",inspiring,foggy,afternoon,tt3418526,https://example.com/posters/movie_51.jpg,3
MOV_00052,The Quest,2023,Documentary,7.5,681503,99,"A romantic documentary film that's perfect for snowy late_night. Directed by Martin Scorsese, this movie explores themes of adventure.",Bong Joon-ho,Emma Stone and Ryan Gosling,Australia,Arabic,R,291455761,39546365,"romantic,snowy,late_night,documentary",romantic,snowy,late_night,tt2147909,https://example.com/posters/movie_52.jpg,2
MOV_00053,In Story,2020,Fantasy,9.4,797405,167,"A intense fantasy film that's perfect for sunny night. Directed by Quentin Tarantino, this movie explores themes of mystery.",James Cameron,Leonardo DiCaprio and Brad Pitt,USA,Korean,G,158500627,385897084,"intense,sunny,night,fantasy",intense,sunny,night,tt7288789,https://example.com/posters/movie_53.jpg,2
MOV_00054,Beyond Story,1958,Documentary,7.0,401226,111,"A energetic documentary film that's perfect for rainy morning. Directed by David Fincher, this movie explores themes of mystery.",Ridley Scott,Meryl Streep and Scarlett Johansson,Australia,Japanese,R,138077481,717014770,"energetic,rainy,morning,documentary",energetic,rainy,morning,tt1157662,https://example.com/posters/movie_54.jpg,4
MOV_00055,A Journey,1976,Biography,4.9,445020,166,"A dark biography film that's perfect for snowy late_night. Directed by Tim Burton, this movie explores themes of mystery.",Wes Anderson,Meryl Streep and Scarlett Johansson,Russia,Italian,G,128348842,410486794,"dark,snowy,late_night,biography",dark,snowy,late_night,tt7022335,https://example.com/posters/movie_55.jpg,3
MOV_00056,In Journey,1977,Musical,3.1,907188,169,"A peaceful musical film that's perfect for cloudy evening. Directed by Steven Spielberg, this movie explores themes of friendship.",Ryan Coogler,Leonardo DiCaprio and Jennifer Lawrence,Canada,Korean,PG,103076335,667676815,"peaceful,cloudy,evening,musical",peaceful,cloudy,evening,tt5204819,https://example.com/posters/movie_56.jpg,0
MOV_00057,Love Dream,2020,Romance,5.4,137895,92,"A dark romance film that's perfect for sunny late_night. Directed by Martin Scorsese, this movie explores themes of adventure.",Denis Villeneuve,Emma Stone and Jennifer Lawrence,Germany,French,NC-17,197418266,570998399,"dark,sunny,late_night,romance",dark,sunny,late_night,tt9418719,https://example.com/posters/movie_57.jpg,0
MOV_00058,Beyond Dream,1961,Adventure,6.0,79057,112,"A intense adventure film that's perfect for snowy morning. Directed by Ridley Scott, this movie explores themes of redemption.",Greta Gerwig,Leonardo DiCaprio and Brad Pitt,Mexico,Hindi,G,142980118,577140134,"intense,snowy,morning,adventure",intense,snowy,morning,tt3073474,https://example.com/posters/movie_58.jpg,4
MOV_00059,In Quest,1987,Biography,7.4,494479,166,"A peaceful biography film that's perfect for snowy morning. Directed by Christopher Nolan, this movie explores themes of friendship.",Bong Joon-ho,Leonardo DiCaprio and Jennifer Lawrence,Australia,Spanish,R,163237112,698115550,"peaceful,snowy,morning,biography",peaceful,snowy,morning,tt7850067,https://example.com/posters/movie_59.jpg,3
MOV_00060,The Shadow,1957,Horror,4.5,563758,85,"A dark horror film that's perfect for sunny morning. Directed by Ridley Scott, this movie explores themes of mystery.",Ava DuVernay,Leonardo DiCaprio and Scarlett Johansson,Canada,Arabic,PG,223739435,704217037,"dark,sunny,morning,horror",dark,sunny,morning,tt2661307,https://example.com/posters/movie_60.jpg,1
MOV_00061,In Journey,2018,History,5.9,996829,132,"A intense history film that's perfect for snowy afternoon. Directed by David Fincher, this movie explores themes of adventure.",Quentin Tarantino,Leonardo DiCaprio and Ryan Gosling,USA,Hindi,PG-13,102902693,132167999,"intense,snowy,afternoon,history",intense,snowy,afternoon,tt8628891,https://example.com/posters/movie_61.jpg,0
MOV_00062,The Journey,2024,Drama,8.1,215273,107,"A mysterious drama film that's perfect for rainy afternoon. Directed by Martin Scorsese, this movie explores themes of friendship.",Peter Jackson,Meryl Streep and Jennifer Lawrence,South Korea,French,NC-17,2522324,298721596,"mysterious,rainy,afternoon,drama",mysterious,rainy,afternoon,tt3427461,https://example.com/posters/movie_62.jpg,4
MOV_00063,Heart Story,2009,Romance,3.1,828458,112,"A peaceful romance film that's perfect for sunny afternoon. Directed by David Fincher, this movie explores themes of friendship.",Denis Villeneuve,Tom Hanks and Jennifer Lawrence,Japan,English,PG,227001479,565880035,"peaceful,sunny,afternoon,romance",peaceful,sunny,afternoon,tt2906718,https://example.com/posters/movie_63.jpg,0
MOV_00064,In Journey,2000,Drama,9.1,45571,137,"A dark drama film that's perfect for stormy afternoon. Directed by Taika Waititi, this movie explores themes of adventure.",Ava DuVernay,Tom Hanks and Brad Pitt,Italy,Hindi,R,58961564,527422169,"dark,stormy,afternoon,drama",dark,stormy,afternoon,tt8441741,https://example.com/posters/movie_64.jpg,4
MOV_00065,A Journey,1950,Drama,7.1,575093,121,"A energetic drama film that's perfect for snowy late_night. Directed by Denis Villeneuve, this movie explores themes of mystery.",Taika Waititi,Leonardo DiCaprio and Scarlett Johansson,Spain,Russian,R,54246029,852580447,"energetic,snowy,late_night,drama",energetic,snowy,late_night,tt2919549,https://example.com/posters/movie_65.jpg,1
MOV_00066,Beyond Story,1967,Western,5.6,765154,135,"A inspiring western film that's perfect for snowy night. Directed by Quentin Tarantino, this movie explores themes of adventure.",Jordan Peele,Leonardo DiCaprio and Ryan Gosling,South Korea,French,R,37041922,98951867,"inspiring,snowy,night,western",inspiring,snowy,night,tt2432176,https://example.com/posters/movie_66.jpg,1
MOV_00067,In Story,1995,Drama,9.2,589067,92,"A funny drama film that's perfect for sunny late_night. Directed by Denis Villeneuve, this movie explores themes of love.",Jordan Peele,Leonardo DiCaprio and Scarlett Johansson,Russia,Arabic,G,155419861,645685429,"funny,sunny,late_night,drama",funny,sunny,late_night,tt6242022,https://example.com/posters/movie_67.jpg,4
MOV_00068,A Story,1953,Animation,8.5,367221,153,"A peaceful animation film that's perfect for cloudy afternoon. Directed by Bong Joon-ho, this movie explores themes of adventure.",Quentin Tarantino,Leonardo DiCaprio and Jennifer Lawrence,Mexico,Hindi,NC-17,299897383,29189836,"peaceful,cloudy,afternoon,animation",peaceful,cloudy,afternoon,tt5487028,https://example.com/posters/movie_68.jpg,3
MOV_00069,Mission Fire,1963,Action,8.7,593930,114,"A mysterious action film that's perfect for sunny afternoon. Directed by Greta Gerwig, this movie explores themes of love.",Ridley Scott,Tom Hanks and Brad Pitt,Brazil,Portuguese,PG,202967833,451791704,"mysterious,sunny,afternoon,action",mysterious,sunny,afternoon,tt8610913,https://example.com/posters/movie_69.jpg,2
MOV_00070,In Dream,1960,Mystery,8.7,163237,127,"A dramatic mystery film that's perfect for stormy morning. Directed by James Cameron, this movie explores themes of friendship.",Steven Spielberg,Tom Hanks and Ryan Gosling,Italy,Chinese,R,261737643,652842899,"dramatic,stormy,morning,mystery",dramatic,stormy,morning,tt8416270,https://example.com/posters/movie_70.jpg,4
MOV_00071,The Dream,1974,Documentary,7.4,622046,107,"A inspiring documentary film that's perfect for sunny evening. Directed by Ryan Coogler, this movie explores themes of friendship.",Wes Anderson,Tom Hanks and Jennifer Lawrence,India,Russian,G,5126973,220497661,"inspiring,sunny,evening,documentary",inspiring,sunny,evening,tt6056977,https://example.com/posters/movie_71.jpg,2
MOV_00072,In Dream,1957,Sci-Fi,6.2,451674,177,"A mysterious sci-fi film that's perfect for sunny morning. Directed by James Cameron, this movie explores themes of redemption.",Greta Gerwig,Meryl Streep and Ryan Gosling,UK,Hindi,G,235193614,21123575,"mysterious,sunny,morning,sci-fi",mysterious,sunny,morning,tt8713396,https://example.com/posters/movie_72.jpg,3
MOV_00073,Beyond Quest,1980,Drama,4.9,424807,153,"A intense drama film that's perfect for foggy night. Directed by Christopher Nolan, this movie explores themes of adventure.",James Cameron,Emma Stone and Ryan Gosling,UK,Hindi,G,131629537,468804106,"intense,foggy,night,drama",intense,foggy,night,tt7718433,https://example.com/posters/movie_73.jpg,3
MOV_00074,In Dream,1950,War,3.5,664084,130,"A calm war film that's perfect for snowy afternoon. Directed by Quentin Tarantino, this movie explores themes of friendship.",Taika Waititi,Meryl Streep and Ryan Gosling,South Korea,Arabic,PG,127845872,111385522,"calm,snowy,afternoon,war",calm,snowy,afternoon,tt3456926,https://example.com/posters/movie_74.jpg,1
MOV_00075,A Journey,1965,Adventure,6.0,591219,102,"A energetic adventure film that's perfect for foggy night. Directed by Ava DuVernay, this movie explores themes of friendship.",Denis Villeneuve,Leonardo DiCaprio and Jennifer Lawrence,Italy,Spanish,R,238408645,678944609,"energetic,foggy,night,adventure",energetic,foggy,night,tt6080483,https://example.com/posters/movie_75.jpg,1
MOV_00076,In Journey,2015,Adventure,3.2,386749,87,"A romantic adventure film that's perfect for cloudy night. Directed by Wes Anderson, this movie explores themes of love.",Martin Scorsese,Emma Stone and Scarlett Johansson,Canada,Portuguese,G,242448941,977084958,"romantic,cloudy,night,adventure",romantic,cloudy,night,tt4158134,https://example.com/posters/movie_76.jpg,0
MOV_00077,A Journey,2017,Mystery,9.4,88525,140,"A dark mystery film that's perfect for sunny evening. Directed by Taika Waititi, this movie explores themes of redemption.",Steven Spielberg,Meryl Streep and Scarlett Johansson,Italy,Portuguese,NC-17,86226223,391732457,"dark,sunny,evening,mystery",dark,sunny,evening,tt7255418,https://example.com/posters/movie_77.jpg,4
MOV_00078,In Journey,1989,Crime,3.4,99196,132,"A peaceful crime film that's perfect for foggy evening. Directed by Bong Joon-ho, this movie explores themes of mystery.",Wes Anderson,Leonardo DiCaprio and Jennifer Lawrence,South Korea,Spanish,NC-17,76928783,985349008,"peaceful,foggy,evening,crime",peaceful,foggy,evening,tt6869018,https://example.com/posters/movie_78.jpg,0
MOV_00079,Beyond Story,2023,Crime,5.0,395076,169,"A dramatic crime film that's perfect for foggy morning. Directed by Denis Villeneuve, this movie explores themes of redemption.",Taika Waititi,Tom Hanks and Scarlett Johansson,Spain,Korean,G,195668141,332642423,"dramatic,foggy,morning,crime",dramatic,foggy,morning,tt4024309,https://example.com/posters/movie_79.jpg,0
